"ID","name","category","main_category","currency","deadline","goal","launched","pledged","state","backers","country","usd pledged","usd_pledged_real","usd_goal_real","outcome","duration","launchyr","launchmo","avgpledge","log_goal","cat_goal","cat_dur","cat_dur2","cat_goal2"
1666211913,"Big Awesome Burrito","Other","Food","AUD","2014-08-07",10,"2014-07-08",0,"failed",0,"AU",0,0,9.29,0,30,2014,7,0,2.22893855282575,"(1.9,2.9]","(29,30]","(29,30]",3
1666789326,"Crumb Snatchers...Even the crumbs don't stand a chance!","Other","Food","USD","2014-08-26",2500,"2014-07-25",0,"failed",0,"US",0,0,2500,0,32,2014,7,0,7.82404601085629,"(6.9,7.9]","(30,40]","(30,40]",4
1666974348,"PLEASE HELP ME FUND MY LAW SCHOOL DEBT PROJECT","Other","Journalism","USD","2014-09-22",50000,"2014-07-24",25,"failed",1,"US",25,25,50000,0,60,2014,7,25,10.8197782844103,"(9.9,10.9]","(59,60]","(40,60]",5
1667048023,"Project Tomato Salad!","Other","Food","USD","2014-08-17",10,"2014-07-18",0,"failed",0,"US",0,0,10,0,30,2014,7,0,2.30258509299405,"(1.9,2.9]","(29,30]","(29,30]",3
1667186701,"""""""""The Doctor is IN"""""""" ~ the importance of bedside manners","Other","Film & Video","USD","2014-09-01",12000,"2014-07-26",1335,"failed",19,"US",1335,1335,12000,0,37,2014,7,70.2631578947368,9.39266192877014,"(8.9,9.9]","(30,40]","(30,40]",4
1667276142,"Reese and Reeves: A new steampunk novel series!","Other","Misc","USD","2014-09-05",1250,"2014-07-07",1472,"successful",62,"US",1472,1472,1250,1,60,2014,7,23.741935483871,7.13089883029635,"(6.9,7.9]","(59,60]","(40,60]",4
1667537565,"Meeting Points (MeetingPoints.co) (Canceled)","Apps","Technology","CAD","2014-08-09",5000,"2014-07-10",0,"canceled",0,"CA",0,0,4587.16,0,30,2014,7,0,8.4310163751748,"(7.9,8.9]","(29,30]","(29,30]",4
1667716083,"Resume Face Lift","Web","Technology","USD","2014-08-11",5000,"2014-07-22",30,"failed",3,"US",30,30,5000,0,20,2014,7,10,8.51719319141624,"(7.9,8.9]","(10,20]","(10,20]",4
1667973562,"Petite Pets let you bring a 'little' fun into your life!","Other","Misc","USD","2014-08-28",1000,"2014-07-29",120,"failed",2,"US",120,120,1000,0,30,2014,7,60,6.90775527898214,"(6.9,7.9]","(29,30]","(29,30]",4
1668273929,"""""""""Rolling Pins Installation""""""""","Other","Misc","USD","2014-08-20",50000,"2014-07-21",13,"failed",2,"US",13,13,50000,0,30,2014,7,6.5,10.8197782844103,"(9.9,10.9]","(29,30]","(29,30]",5
1668292028,"Working hard and giving to people that can't afford art.","Other","Misc","USD","2014-08-17",3500,"2014-07-18",1,"failed",1,"US",1,1,3500,0,30,2014,7,1,8.1605182474775,"(7.9,8.9]","(29,30]","(29,30]",4
1668334420,"Nature's Tales","Other","Film & Video","USD","2014-08-17",50000,"2014-07-18",5,"failed",1,"US",5,5,50000,0,30,2014,7,5,10.8197782844103,"(9.9,10.9]","(29,30]","(29,30]",5
166842075,"Get it Wet...Wear It Love It...","Other","Misc","USD","2014-08-09",5000,"2014-07-10",0,"failed",0,"US",0,0,5000,0,30,2014,7,0,8.51719319141624,"(7.9,8.9]","(29,30]","(29,30]",4
1668558832,"Pop Art Playing Cards (Canceled)","Playing Cards","Misc","USD","2014-08-03",5000,"2014-07-09",383,"canceled",24,"US",383,383,5000,0,25,2014,7,15.9583333333333,8.51719319141624,"(7.9,8.9]","(20,29]","(20,29]",4
1668603684,"I want to make the best fried chicken!!","Food Trucks","Food","USD","2014-08-10",1000,"2014-07-11",0,"failed",0,"US",0,0,1000,0,30,2014,7,0,6.90775527898214,"(6.9,7.9]","(29,30]","(29,30]",4
1668838405,"The Governor","Other","Misc","GBP","2014-08-16",80000,"2014-07-17",0,"failed",0,"GB",0,0,132619.4,0,30,2014,7,0,11.7952386507081,"(10.9,11.9]","(29,30]","(29,30]",6
1669138549,"Lets go for a ride in the General Lee Together","Other","Film & Video","USD","2014-08-21",20500,"2014-07-22",43,"failed",6,"US",43,43,20500,0,30,2014,7,7.16666666666667,9.9281801651265,"(9.9,10.9]","(29,30]","(29,30]",4
1669199593,"Hux","Shorts","Film & Video","USD","2014-08-23",21000,"2014-07-24",22869,"successful",182,"US",22869,22869,21000,1,30,2014,7,125.653846153846,9.95227771670556,"(9.9,10.9]","(29,30]","(29,30]",4
1669535818,"Independent Study Webcomic","Other","Comics","USD","2014-08-13",10000,"2014-07-14",155,"failed",3,"US",155,155,10000,0,30,2014,7,51.6666666666667,9.21034037197618,"(8.9,9.9]","(29,30]","(29,30]",4
1669629777,"Help Launch Eye on the Mountain Art Gallery in Santa Fe!","Other","Misc","USD","2014-08-18",3000,"2014-07-13",60,"failed",2,"US",60,60,3000,0,36,2014,7,30,8.00636756765025,"(7.9,8.9]","(30,40]","(30,40]",4
1669649852,"The Odd Squad Bros at Battle","Other","Misc","USD","2014-08-04",1000,"2014-07-04",10,"failed",2,"US",10,10,1000,0,31,2014,7,5,6.90775527898214,"(6.9,7.9]","(30,40]","(30,40]",4
1669729995,"Yeast Coast (Canceled)","Other","Food","USD","2014-08-30",5000,"2014-07-31",0,"canceled",0,"US",0,0,5000,0,30,2014,7,0,8.51719319141624,"(7.9,8.9]","(29,30]","(29,30]",4
167025554,"We dream about pieces of chocolate.....","Other","Food","USD","2014-08-22",25000,"2014-07-23",210,"failed",6,"US",210,210,25000,0,30,2014,7,35,10.1266311038503,"(9.9,10.9]","(29,30]","(29,30]",5
1670378266,"Big Brother Benen Book Series (Canceled)","Other","Misc","USD","2014-09-07",1000,"2014-07-09",0,"canceled",0,"US",0,0,1000,0,60,2014,7,0,6.90775527898214,"(6.9,7.9]","(59,60]","(40,60]",4
1670624069,"Jason Of NYC Action Figure","Other","Comics","CAD","2014-08-12",6000,"2014-07-13",170,"failed",6,"CA",158.58,155.96,5504.59,0,30,2014,7,28.3333333333333,8.61333756863567,"(7.9,8.9]","(29,30]","(29,30]",4
1670954104,"Leamington Underground Cinema Festival 2014","Festivals","Film & Video","GBP","2014-08-15",3000,"2014-07-11",3177,"successful",42,"GB",5450.38,5302.42,5007.01,1,35,2014,7,75.6428571428571,8.51859420953186,"(7.9,8.9]","(30,40]","(30,40]",4
1670976247,"I'm Making flavable Candy Apples and Getting a Food Truck","Food Trucks","Food","USD","2014-08-29",500,"2014-07-30",1,"failed",1,"US",1,1,500,0,30,2014,7,1,6.21460809842219,"(5.9,6.9]","(29,30]","(29,30]",4
1671239691,"Violet: Track your sun exposure and vitamin D levels","Other","Technology","USD","2014-08-21",1e+05,"2014-07-21",71505,"failed",316,"US",71505,71505,1e+05,0,31,2014,7,226.28164556962,11.5129254649702,"(10.9,11.9]","(30,40]","(30,40]",6
1671453532,"Praising God with poetry. Writing love songs to my Savior","Other","Misc","USD","2014-08-22",500,"2014-07-23",71,"failed",6,"US",71,71,500,0,30,2014,7,11.8333333333333,6.21460809842219,"(5.9,6.9]","(29,30]","(29,30]",4
1671537786,"TailFeathers","Product Design","Misc","GBP","2014-08-13",20000,"2014-07-14",101,"failed",2,"GB",172.92,168.57,33380.07,0,30,2014,7,50.5,10.4157142942777,"(9.9,10.9]","(29,30]","(29,30]",5
1671724379,"ANASTASIA!....A BREAKING BAD SEQUEL?","Other","Film & Video","USD","2014-09-23",1e+05,"2014-07-25",695,"failed",18,"US",695,695,1e+05,0,60,2014,7,38.6111111111111,11.5129254649702,"(10.9,11.9]","(59,60]","(40,60]",6
1672111865,"Fritz: A Video Game About World War One (Canceled)","Other","Misc","USD","2014-08-27",15000,"2014-07-28",15073.84,"canceled",821,"US",15073.84,15073.84,15000,0,30,2014,7,18.360341047503,9.61580548008435,"(8.9,9.9]","(29,30]","(29,30]",4
1672645650,"The Forgotten recipes handbook","Other","Food","GBP","2014-08-13",75,"2014-07-14",0,"failed",0,"GB",0,0,125.18,0,30,2014,7,0,4.82975270149656,"(3.9,4.9]","(29,30]","(29,30]",4
1673099910,"Creation of a public artisan training school","Other","Misc","USD","2014-08-10",1e+05,"2014-07-11",0,"failed",0,"US",0,0,1e+05,0,30,2014,7,0,11.5129254649702,"(10.9,11.9]","(29,30]","(29,30]",6
1673260598,"Uffizi Virtual Museum in Guam","Other","Misc","USD","2014-09-18",3000,"2014-07-20",3180,"successful",36,"US",3180,3180,3000,1,60,2014,7,88.3333333333333,8.00636756765025,"(7.9,8.9]","(59,60]","(40,60]",4
1673300028,"Boston Teen Author Festival 2014","Other","Misc","USD","2014-08-13",300,"2014-07-14",450,"successful",18,"US",450,450,300,1,30,2014,7,25,5.7037824746562,"(4.9,5.9]","(29,30]","(29,30]",4
1673322967,"Future Farming","Other","Technology","CAD","2014-09-08",3e+05,"2014-07-10",40,"failed",4,"CA",37.47,36.17,271272.27,0,60,2014,7,10,12.5108782818492,"(11.9,20]","(59,60]","(40,60]",7
1673523284,"Pinch! Buddy: Your Newest Friend And Earphone Cord Manager","Product Design","Misc","USD","2014-08-01",8000,"2014-07-02",8700.05,"successful",173,"US",8700.05,8700.05,8000,1,30,2014,7,50.2893063583815,8.98719682066197,"(8.9,9.9]","(29,30]","(29,30]",4
1673605906,"Cookies","Other","Food","USD","2014-08-09",10,"2014-07-10",3.25,"failed",1,"US",3.25,3.25,10,0,30,2014,7,3.25,2.30258509299405,"(1.9,2.9]","(29,30]","(29,30]",3
1673620974,"Spices & Bouquets; Give the Gift of Spices and Flowers","Other","Food","USD","2014-08-08",50000,"2014-07-17",0,"failed",0,"US",0,0,50000,0,22,2014,7,0,10.8197782844103,"(9.9,10.9]","(20,29]","(20,29]",5
1673667928,"Let's up our podcast game","Other","Film & Video","CAD","2014-08-10",3000,"2014-07-11",280,"failed",6,"CA",262.79,256.88,2752.29,0,30,2014,7,46.6666666666667,7.92018857140835,"(7.9,8.9]","(29,30]","(29,30]",4
1673834492,"Hudson Sprout","Other","Misc","USD","2014-07-24",4250,"2014-07-10",0,"failed",0,"US",0,0,4250,0,14,2014,7,0,8.35467426191846,"(7.9,8.9]","(10,20]","(10,20]",4
1673940660,"Whole Pack Art Film","Other","Misc","USD","2014-08-20",40,"2014-07-21",0,"failed",0,"US",0,0,40,0,30,2014,7,0,3.68887945411394,"(2.9,3.9]","(29,30]","(29,30]",4
1673977641,"Den-Mate: New EP and Tour","Indie Rock","Music","USD","2014-08-21",8000,"2014-07-22",260,"failed",9,"US",260,260,8000,0,30,2014,7,28.8888888888889,8.98719682066197,"(8.9,9.9]","(29,30]","(29,30]",4
1674378459,"World Cup 2014: Champions edition","Illustration","Misc","GBP","2014-08-30",1500,"2014-07-14",20,"failed",2,"GB",34.24,32.59,2444.39,0,47,2014,7,10,7.80155088202892,"(6.9,7.9]","(40,59]","(40,60]",4
167444061,"Save Local Press!","Web","Journalism","USD","2014-08-29",3500,"2014-07-30",3609,"successful",80,"US",3609,3609,3500,1,30,2014,7,45.1125,8.1605182474775,"(7.9,8.9]","(29,30]","(29,30]",4
1674449736,"Pocket Guide to Writing SVG","Other","Misc","USD","2014-08-14",2500,"2014-07-15",4711,"successful",181,"US",4711,4711,2500,1,30,2014,7,26.0276243093923,7.82404601085629,"(6.9,7.9]","(29,30]","(29,30]",4
1674703661,"Coast Tea - The Official Tea of the San Diego Lifestyle","Other","Food","USD","2014-09-06",15000,"2014-07-08",501,"failed",16,"US",501,501,15000,0,60,2014,7,31.3125,9.61580548008435,"(8.9,9.9]","(59,60]","(40,60]",4
1675081135,"Cats At My Apartment","Other","Photography","USD","2014-08-18",1000,"2014-07-19",10,"failed",1,"US",10,10,1000,0,30,2014,7,10,6.90775527898214,"(6.9,7.9]","(29,30]","(29,30]",4
1675152873,"Creative Space Edible Garden Project","Other","Food","GBP","2014-08-05",1000,"2014-07-06",6,"failed",2,"GB",10.3,10.08,1680.42,0,30,2014,7,3,7.42679904115251,"(6.9,7.9]","(29,30]","(29,30]",4
1675595919,"Hearing Voices: The Animation (Canceled)","Other","Film & Video","USD","2014-07-24",5000,"2014-07-04",105,"canceled",2,"US",105,105,5000,0,20,2014,7,52.5,8.51719319141624,"(7.9,8.9]","(10,20]","(10,20]",4
1675691794,"The one food truck to rule them all (Canceled)","Food Trucks","Food","USD","2014-08-08",30000,"2014-07-09",0,"canceled",0,"US",0,0,30000,0,30,2014,7,0,10.3089526606443,"(9.9,10.9]","(29,30]","(29,30]",5
1675757478,"The Kakelao Video Project","Other","Film & Video","USD","2014-07-29",2500,"2014-07-06",2960,"successful",30,"US",2960,2960,2500,1,23,2014,7,98.6666666666667,7.82404601085629,"(6.9,7.9]","(20,29]","(20,29]",4
1675873246,"Tim Moore Outdoors TV: The Next Level","Other","Film & Video","USD","2014-07-31",2500,"2014-07-01",3605,"successful",35,"US",3605,3605,2500,1,30,2014,7,103,7.82404601085629,"(6.9,7.9]","(29,30]","(29,30]",4
1675891827,"The Ultimate F-Word Song","Other","Misc","USD","2014-08-09",500,"2014-07-10",10,"failed",1,"US",10,10,500,0,30,2014,7,10,6.21460809842219,"(5.9,6.9]","(29,30]","(29,30]",4
16761376,"Natural Bamboo Fountain","Other","Misc","USD","2014-08-16",1200,"2014-07-17",2567,"successful",67,"US",2567,2567,1200,1,30,2014,7,38.3134328358209,7.09007683577609,"(6.9,7.9]","(29,30]","(29,30]",4
1676257512,"New Beginnings with Pictures (Canceled)","Other","Photography","USD","2014-08-17",9500,"2014-07-18",0,"canceled",0,"US",0,0,9500,0,30,2014,7,0,9.15904707758863,"(8.9,9.9]","(29,30]","(29,30]",4
1676284525,"Clairemont Act One Presents """"""""Crimes of the Heart""""""""","Other","Theater","USD","2014-09-28",750,"2014-07-30",1000,"successful",34,"US",1000,1000,750,1,60,2014,7,29.4117647058824,6.62007320653036,"(5.9,6.9]","(59,60]","(40,60]",4
1676583046,"I Am Sister GoldenHair","Other","Misc","USD","2014-08-13",3000,"2014-07-16",25,"failed",1,"US",25,25,3000,0,28,2014,7,25,8.00636756765025,"(7.9,8.9]","(20,29]","(20,29]",4
167676383,"Twerkules","Comedy","Film & Video","USD","2014-08-05",500,"2014-07-06",610,"successful",20,"US",610,610,500,1,30,2014,7,30.5,6.21460809842219,"(5.9,6.9]","(29,30]","(29,30]",4
1677047737,"Anne & Pete Sibley Album","Country & Folk","Music","USD","2014-08-11",15000,"2014-07-12",15887,"successful",213,"US",15887,15887,15000,1,30,2014,7,74.5868544600939,9.61580548008435,"(8.9,9.9]","(29,30]","(29,30]",4
1677398690,"Smash it!","Other","Misc","USD","2014-08-08",200,"2014-07-09",3,"failed",3,"US",3,3,200,0,30,2014,7,1,5.29831736654804,"(4.9,5.9]","(29,30]","(29,30]",4
1677500184,"Pineapple Upside Down Cake for my Mom","Other","Food","USD","2014-07-25",20,"2014-07-11",40,"successful",9,"US",40,40,20,1,14,2014,7,4.44444444444444,2.99573227355399,"(2.9,3.9]","(10,20]","(10,20]",3
1678580966,"My First Album Dedicated to the Children of the World","Other","Music","USD","2014-08-11",5000,"2014-07-12",0,"failed",0,"US",0,0,5000,0,30,2014,7,0,8.51719319141624,"(7.9,8.9]","(29,30]","(29,30]",4
1678811633,"Emo LeBlanc needs a New Guitar (Canceled)","Country & Folk","Music","CAD","2014-09-12",800,"2014-07-14",0,"canceled",0,"CA",0,0,723.39,0,60,2014,7,0,6.58394849581172,"(5.9,6.9]","(59,60]","(40,60]",4
1679035624,"Discontent","Other","Film & Video","USD","2014-08-24",10000,"2014-07-25",10185,"successful",45,"US",10185,10185,10000,1,30,2014,7,226.333333333333,9.21034037197618,"(8.9,9.9]","(29,30]","(29,30]",4
1679075161,"Genuine Four Leaf Clover Jewelry Expansion Project","Product Design","Misc","USD","2014-08-14",500,"2014-07-15",85,"failed",3,"US",85,85,500,0,30,2014,7,28.3333333333333,6.21460809842219,"(5.9,6.9]","(29,30]","(29,30]",4
1679292464,"Woman of the Southwest Butt Ass Naked 2015 Calendar","Other","Misc","USD","2014-09-11",5000,"2014-07-14",122,"failed",11,"US",122,122,5000,0,59,2014,7,11.0909090909091,8.51719319141624,"(7.9,8.9]","(40,59]","(40,60]",4
1679520169,"CLIPCASE - Modern & Customizable Wallet (Canceled)","Product Design","Misc","USD","2014-08-23",15000,"2014-07-24",2484,"canceled",37,"US",2484,2484,15000,0,30,2014,7,67.1351351351351,9.61580548008435,"(8.9,9.9]","(29,30]","(29,30]",4
1680005709,"Low-Cost, Open Source LiDAR for Robotic Systems.","Other","Technology","USD","2014-09-08",28000,"2014-07-30",3815,"failed",64,"US",3815,3815,28000,0,40,2014,7,59.609375,10.2399597891573,"(9.9,10.9]","(30,40]","(30,40]",5
1680094908,"Vilhjálmur Olvirsson.","Other","Photography","GBP","2014-08-07",3000,"2014-07-08",5,"failed",1,"GB",8.57,8.4,5041.25,0,30,2014,7,5,8.52540934618758,"(7.9,8.9]","(29,30]","(29,30]",4
1680225120,"WrapAround - The Cord Management Solution","Product Design","Misc","USD","2014-07-28",8000,"2014-07-07",8750,"successful",147,"US",8750,8750,8000,1,21,2014,7,59.5238095238095,8.98719682066197,"(8.9,9.9]","(20,29]","(20,29]",4
168059093,"This is us (Canceled)","Web","Technology","CAD","2014-08-12",425,"2014-07-11",0,"canceled",0,"CA",0,0,389.91,0,32,2014,7,0,5.96591594326161,"(5.9,6.9]","(30,40]","(30,40]",4
1680602709,"Creating an All Natural Organic Products Line","DIY","Misc","USD","2014-08-07",1000,"2014-07-08",40,"failed",3,"US",40,40,1000,0,30,2014,7,13.3333333333333,6.90775527898214,"(6.9,7.9]","(29,30]","(29,30]",4
1680678063,"Mickey Utley Band CD Project","Country & Folk","Music","USD","2014-08-19",24000,"2014-07-20",1205,"failed",4,"US",1205,1205,24000,0,30,2014,7,301.25,10.0858091093301,"(9.9,10.9]","(29,30]","(29,30]",5
1681244289,"Door Bungee - Holds Your Doors Open Simply and Safely.","Product Design","Misc","USD","2014-08-21",4000,"2014-07-22",417,"failed",13,"US",417,417,4000,0,30,2014,7,32.0769230769231,8.29404964010203,"(7.9,8.9]","(29,30]","(29,30]",4
16815627,"""""""""A Moment"""""""" art installation","Public Art","Misc","USD","2014-08-17",2000,"2014-07-16",2340,"successful",34,"US",2340,2340,2000,1,32,2014,7,68.8235294117647,7.60090245954208,"(6.9,7.9]","(30,40]","(30,40]",4
1681778447,"NocturneArts Portrait Project:  Let Them Eat Cake","Other","Misc","USD","2014-08-15",8500,"2014-07-16",1294,"failed",21,"US",1294,1294,8500,0,30,2014,7,61.6190476190476,9.04782144247841,"(8.9,9.9]","(29,30]","(29,30]",4
1682286021,"Lords of Anthair Series","Other","Misc","USD","2014-08-08",5000,"2014-07-09",10,"failed",1,"US",10,10,5000,0,30,2014,7,10,8.51719319141624,"(7.9,8.9]","(29,30]","(29,30]",4
168232830,"??? - 1000 Paper Crane","Other","Misc","USD","2014-09-12",40,"2014-07-14",59,"successful",4,"US",59,59,40,1,60,2014,7,14.75,3.68887945411394,"(2.9,3.9]","(59,60]","(40,60]",4
1682681661,"Garando Gaming Group","Other","Misc","CAD","2014-08-25",1085,"2014-07-23",1,"failed",1,"CA",0.93,0.92,999.63,0,33,2014,7,1,6.90738521051525,"(6.9,7.9]","(30,40]","(30,40]",4
1683168924,"tagged@","Web","Technology","USD","2014-08-11",7000,"2014-07-12",25,"failed",1,"US",25,25,7000,0,30,2014,7,25,8.85366542803745,"(7.9,8.9]","(29,30]","(29,30]",4
1683359737,"uSearch Inc. (Canceled)","Apps","Technology","CAD","2014-07-31",35000,"2014-07-02",0,"canceled",0,"CA",0,0,32033.68,0,29,2014,7,0,10.3745431282921,"(9.9,10.9]","(20,29]","(20,29]",5
1683405222,"Adventure to Yamhill","Other","Photography","USD","2014-08-10",100,"2014-07-11",20,"failed",1,"US",20,20,100,0,30,2014,7,20,4.60517018598809,"(3.9,4.9]","(29,30]","(29,30]",4
1683971391,"Brightening lives with flowers...........","Product Design","Misc","USD","2014-08-10",10000,"2014-07-11",25,"failed",1,"US",25,25,10000,0,30,2014,7,25,9.21034037197618,"(8.9,9.9]","(29,30]","(29,30]",4
1684241714,"REAL<3VE","Other","Misc","CAD","2014-09-29",1700,"2014-07-31",1,"failed",1,"CA",0.92,0.89,1520.16,0,60,2014,7,1,7.32657087145844,"(6.9,7.9]","(59,60]","(40,60]",4
1684281011,"Patty's Pies","Other","Food","USD","2014-08-25",1500,"2014-07-30",0,"failed",0,"US",0,0,1500,0,26,2014,7,0,7.3132203870903,"(6.9,7.9]","(20,29]","(20,29]",4
1684283232,"Hashtag 140 Poems","Other","Misc","GBP","2014-09-16",700,"2014-07-18",15,"failed",2,"GB",25.71,24.51,1143.85,0,60,2014,7,7.5,7.04215504446179,"(6.9,7.9]","(59,60]","(40,60]",4
1684370383,"The VYPER: Move Better. Feel Better. (Fitness Innovated)","Product Design","Misc","USD","2014-08-30",1e+05,"2014-07-16",271524.88,"successful",1084,"US",271524.88,271524.88,1e+05,1,45,2014,7,250.484206642066,11.5129254649702,"(10.9,11.9]","(40,59]","(40,60]",6
1684395538,"Art with Heart","Other","Misc","CAD","2014-08-26",5000,"2014-07-12",210,"failed",3,"CA",197.32,193.48,4606.6,0,45,2014,7,70,8.4352453367688,"(7.9,8.9]","(40,59]","(40,60]",4
168449280,"Be in the credits of my next Twitch.TV Stream!!","Other","Film & Video","GBP","2014-08-22",5,"2014-07-19",0,"failed",0,"GB",0,0,8.29,0,34,2014,7,0,2.1150499691472,"(1.9,2.9]","(30,40]","(30,40]",3
1684532593,"Becoming a Sketch Artist","Illustration","Misc","USD","2014-08-22",40,"2014-07-23",40,"successful",5,"US",40,40,40,1,30,2014,7,8,3.68887945411394,"(2.9,3.9]","(29,30]","(29,30]",4
1684587406,"Get Organized in your life  & access when you need it","Web","Technology","USD","2014-07-21",25000,"2014-07-11",51,"failed",3,"US",51,51,25000,0,10,2014,7,17,10.1266311038503,"(9.9,10.9]","(0,10]","(0,10]",5
1684733766,"ravenhope catering","Other","Food","GBP","2014-08-09",1500,"2014-07-10",0,"failed",0,"GB",0,0,2503.5,0,30,2014,7,0,7.82544503177,"(6.9,7.9]","(29,30]","(29,30]",4
1684919911,"Spaghetti Bath Double Dare","Events","Food","USD","2014-08-29",100,"2014-07-30",60,"failed",9,"US",60,60,100,0,30,2014,7,6.66666666666667,4.60517018598809,"(3.9,4.9]","(29,30]","(29,30]",4
1685671620,"DJ Halal Radio Show","Other","Misc","USD","2014-08-09",5000,"2014-07-09",5951.88,"successful",96,"US",5951.88,5951.88,5000,1,31,2014,7,61.99875,8.51719319141624,"(7.9,8.9]","(30,40]","(30,40]",4
1686511964,"MAH-ZE-DAHR Bakery: A Journey of Mystery & Desire","Other","Food","USD","2014-07-29",20000,"2014-07-01",35208.11,"successful",267,"US",35208.11,35208.11,20000,1,28,2014,7,131.865580524345,9.90348755253613,"(9.9,10.9]","(20,29]","(20,29]",4
1686566401,"Flying Eagle and Indian Cent Attribution Guide, 3rd Edition","Other","Misc","USD","2014-08-29",42500,"2014-07-23",43267.5,"successful",162,"US",43267.5,43267.5,42500,1,37,2014,7,267.083333333333,10.6572593549125,"(9.9,10.9]","(30,40]","(30,40]",5
1687101559,"The Chicago Transit Project","Other","Misc","USD","2014-08-22",4100,"2014-07-21",2653,"failed",111,"US",2653,2653,4100,0,32,2014,7,23.9009009009009,8.3187422526924,"(7.9,8.9]","(30,40]","(30,40]",4
1687400565,"Beer O'Clock","Apps","Technology","AUD","2014-08-17",30000,"2014-07-18",50,"failed",1,"AU",46.7,46.56,27935.56,0,30,2014,7,50,10.2376557082289,"(9.9,10.9]","(29,30]","(29,30]",5
1687441793,"Lamplighter","Shorts","Film & Video","USD","2014-08-08",600,"2014-07-27",899,"successful",9,"US",899,899,600,1,12,2014,7,99.8888888888889,6.39692965521615,"(5.9,6.9]","(10,20]","(10,20]",4
1687587339,"Bicycle Blackout Kingdom Playing Cards","Playing Cards","Misc","USD","2014-08-02",10000,"2014-07-03",22351.02,"successful",458,"US",22351.02,22351.02,10000,1,30,2014,7,48.8013537117904,9.21034037197618,"(8.9,9.9]","(29,30]","(29,30]",4
1687693582,"Robble, an educational puzzle/platform game.","Other","Misc","USD","2014-09-28",5000,"2014-07-30",31,"failed",3,"US",31,31,5000,0,60,2014,7,10.3333333333333,8.51719319141624,"(7.9,8.9]","(59,60]","(40,60]",4
1687896199,"Ergonomic Kitchen Knife and Chopping Board","Product Design","Misc","GBP","2014-08-24",300,"2014-07-25",0,"failed",0,"GB",0,0,497.47,0,30,2014,7,0,6.2095352532729,"(5.9,6.9]","(29,30]","(29,30]",4
1687913459,"Homemade Bags by Erinn","Accessories","Misc","USD","2014-08-24",15000,"2014-07-25",0,"failed",0,"US",0,0,15000,0,30,2014,7,0,9.61580548008435,"(8.9,9.9]","(29,30]","(29,30]",4
1688191923,"The Foxhole - An action based web-series","Other","Film & Video","USD","2014-08-16",1500,"2014-07-26",1700,"successful",38,"US",1700,1700,1500,1,21,2014,7,44.7368421052632,7.3132203870903,"(6.9,7.9]","(20,29]","(20,29]",4
16882184,"Mobile Apps for Music Education","Other","Music","USD","2014-08-02",5000,"2014-07-16",25,"failed",1,"US",25,25,5000,0,17,2014,7,25,8.51719319141624,"(7.9,8.9]","(10,20]","(10,20]",4
1688316776,"Pepper faces (Canceled)","Other","Photography","USD","2014-08-11",300,"2014-07-12",0,"canceled",0,"US",0,0,300,0,30,2014,7,0,5.7037824746562,"(4.9,5.9]","(29,30]","(29,30]",4
1688333156,"Skulls of Atlantis","Other","Misc","USD","2014-08-16",500,"2014-07-21",70,"failed",2,"US",70,70,500,0,26,2014,7,35,6.21460809842219,"(5.9,6.9]","(20,29]","(20,29]",4
168843629,"I want to make rice crispy squares","Other","Food","CAD","2014-08-15",20,"2014-07-16",0,"failed",0,"CA",0,0,18.35,0,30,2014,7,0,2.90962957450058,"(2.9,3.9]","(29,30]","(29,30]",3
1688462089,"Arthur vs. Arthur","Other","Film & Video","USD","2014-08-23",75000,"2014-07-24",2063.44,"failed",47,"US",2063.44,2063.44,75000,0,30,2014,7,43.9029787234043,11.2252433925184,"(10.9,11.9]","(29,30]","(29,30]",6
1688649056,"Inca Bag- following a 2000 year-old weaving tradition.","Other","Misc","CAD","2014-08-06",800,"2014-07-07",4212,"successful",78,"CA",3954.74,3858.56,732.87,1,30,2014,7,54,6.59696833281526,"(5.9,6.9]","(29,30]","(29,30]",4
1688794632,"Saddle Tan Stingray","Other","Misc","USD","2014-08-14",25000,"2014-07-15",0,"failed",0,"US",0,0,25000,0,30,2014,7,0,10.1266311038503,"(9.9,10.9]","(29,30]","(29,30]",5
1688923176,"War of Covens (Canceled)","Other","Misc","USD","2014-08-09",150000,"2014-07-10",0,"canceled",0,"US",0,0,150000,0,30,2014,7,0,11.9183905730784,"(11.9,20]","(29,30]","(29,30]",6
1689016714,"The Fatas Morganas: A Dystopian Novel","Other","Misc","USD","2014-08-20",4400,"2014-07-21",45,"failed",4,"US",45,45,4400,0,30,2014,7,11.25,8.38935981990635,"(7.9,8.9]","(29,30]","(29,30]",4
1689067684,"Red Bear and the Magical Pixie Taming the Mind Monsters","Other","Misc","USD","2014-08-07",20000,"2014-07-23",264,"failed",8,"US",264,264,20000,0,15,2014,7,33,9.90348755253613,"(9.9,10.9]","(10,20]","(10,20]",4
1689200296,"Vayta 'dekk' Vibration Isolation For Audio Equipment","Other","Technology","GBP","2014-08-13",10000,"2014-07-14",5118,"failed",22,"GB",8762.6,8541.96,16690.03,0,30,2014,7,232.636363636364,9.72256681413779,"(8.9,9.9]","(29,30]","(29,30]",4
1689542212,"Mother in-law's dream cottage with a hobbit door","DIY","Misc","USD","2014-08-15",42,"2014-07-16",8,"failed",4,"US",8,8,42,0,30,2014,7,2,3.73766961828337,"(2.9,3.9]","(29,30]","(29,30]",4
